id,availability,condition,title,description,link,image_link,price,gtin,mpn,brand,item_group_id,google_product_category,color,material,pattern
"1000268073Azul","in stock","new","TRAJE DE AGUA NITRO 3/2 JUVENIL","Modelo NITRO 3/2 Descripción Técnica Tipo: Traje de agua para JUVENIL 3/2 mm Grosor: 3/2 mm para adaptarse a diferentes condiciones Material: Neopreno de alta calidad y suavidad Cremallera: Diseño de espalda con cremallera YKK resistente al agua Costuras: Costuras selladas GBS para mayor durabilidad y comodidad Características: Paneles estratégicos para flexibilidad y movilidad óptimas Protección solar: Factor de protección UV para sesiones prolongadas en el agua Detalles adicionales: Refuerzos en áreas clave y paneles de malla para secado rápido Rendimiento y Comodidad El traje de agua NITRO 3/2 para JUVENILs está diseñado para brindar calidez, comodidad y flexibilidad en el agua. Con su grosor de 3/2 mm, ofrece un equilibrio ideal entre protección térmica y movilidad, permitiendo una experiencia de surf placentera en diferentes condiciones. Durabilidad y Resistencia Confeccionado con materiales de alta calidad y características de diseño, el modelo NITRO 3/2 para JUVENILs ofrece una durabilidad excepcional. Sus costuras selladas y refuerzos estratégicos aseguran que pueda soportar el desgaste propio de las actividades acuáticas y proporcionar la seguridad necesaria en cada sesión de surf.","https://mauiandsons.cl/surf-traje-de-agua-nitro-3-2-juvenil-1000268073azul.html","https://mauiandsons.cl/media/catalog/product/5/h/5hb2241-mv24lisoblue-1.jpg","79990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000268078Multicolor","in stock","new","TRAJE DE AGUA NITRO 3/2 JUVENIL","Modelo NITRO 3/2 Descripción Técnica Tipo: Traje de agua para JUVENIL 3/2 mm Grosor: 3/2 mm para adaptarse a diferentes condiciones Material: Neopreno de alta calidad y suavidad Cremallera: Diseño de espalda con cremallera YKK resistente al agua Costuras: Costuras selladas GBS para mayor durabilidad y comodidad Características: Paneles estratégicos para flexibilidad y movilidad óptimas Protección solar: Factor de protección UV para sesiones prolongadas en el agua Detalles adicionales: Refuerzos en áreas clave y paneles de malla para secado rápido Rendimiento y Comodidad El traje de agua NITRO 3/2 para JUVENILs está diseñado para brindar calidez, comodidad y flexibilidad en el agua. Con su grosor de 3/2 mm, ofrece un equilibrio ideal entre protección térmica y movilidad, permitiendo una experiencia de surf placentera en diferentes condiciones. Durabilidad y Resistencia Confeccionado con materiales de alta calidad y características de diseño, el modelo NITRO 3/2 para JUVENILs ofrece una durabilidad excepcional. Sus costuras selladas y refuerzos estratégicos aseguran que pueda soportar el desgaste propio de las actividades acuáticas y proporcionar la seguridad necesaria en cada sesión de surf.","https://mauiandsons.cl/surf-traje-de-agua-nitro-3-2-juvenil-1000268078multicolor.html","https://mauiandsons.cl/media/catalog/product/5/h/5hb2242-mv24fullprintmcolor-1.jpg","79990.00 CLP","","","Maui and Sons","","","Multicolor","",""
"1000272314Blanco","in stock","new","POLERA ML 5P633","Experimenta el equilibrio perfecto entre comodidad y durabilidad con nuestra polera de manga larga. Confeccionada con un 60% de algodón y un 40% de poliéster, esta prenda combina lo mejor de ambos mundos. Su suavidad acogedora y resistencia al desgaste la convierten en un elemento esencial para tu estilo diario. Características: Mezcla Ideal: 60% Algodón, 40% Poliéster Sensación Suave y Duradera Versatilidad: Manga Larga para Todas las Estaciones Estilo que Perdura Beneficios: Suavidad Duradera: La mezcla cuidadosamente seleccionada proporciona una sensación suave que perdura lavado tras lavado. Adaptable a Todas las Temporadas: Ya sea primavera, verano, otoño o invierno, esta polera de manga larga es la elección perfecta para cualquier clima. Estilo Duradero: Combina moda y funcionalidad para un estilo que se mantiene fresco en cualquier ocasión. Encuentra el equilibrio perfecto entre estilo y confort con nuestra polera de manga larga. Lista para acompañarte en todas tus aventuras.","https://mauiandsons.cl/hombre-vestuario-polera-blanco-5p633-1000272314.html","https://mauiandsons.cl/media/catalog/product/5/p/5p633-mi24lisowhite-1.jpg","10490.00 CLP","","","Maui and Sons","","","Blanco","",""
"1000272379Denim","in stock","new","POLERA ML LOGO WORNOUT","Experimenta el equilibrio perfecto entre comodidad y durabilidad con nuestra polera de manga larga. Confeccionada con un 60% de algodón y un 40% de poliéster, esta prenda combina lo mejor de ambos mundos. Su suavidad acogedora y resistencia al desgaste la convierten en un elemento esencial para tu estilo diario. Características: Mezcla Ideal: 60% Algodón, 40% Poliéster Sensación Suave y Duradera Versatilidad: Manga Larga para Todas las Estaciones Estilo que Perdura Beneficios: Suavidad Duradera: La mezcla cuidadosamente seleccionada proporciona una sensación suave que perdura lavado tras lavado. Adaptable a Todas las Temporadas: Ya sea primavera, verano, otoño o invierno, esta polera de manga larga es la elección perfecta para cualquier clima. Estilo Duradero: Combina moda y funcionalidad para un estilo que se mantiene fresco en cualquier ocasión. Encuentra el equilibrio perfecto entre estilo y confort con nuestra polera de manga larga. Lista para acompañarte en todas tus aventuras.","https://mauiandsons.cl/hombre-vestuario-polera-logo-wornout-ls-tees-denim-5p643-1000272379.html","https://mauiandsons.cl/media/catalog/product/5/p/5p643-mi24lisodenim.gif","13290.00 CLP","","","Maui and Sons","","","","",""
"1000275411Negro","in stock","new","POLERA MC RETRO LOGO","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-retro-logo-ss-tees-negro-5p593-1000275411.html","https://mauiandsons.cl/media/catalog/product/5/p/5p593-mi24lisoblack-1.jpg","9090.00 CLP","","","Maui and Sons","","","Negro","",""
"1000275412Denim","in stock","new","POLERA MC RETRO LOGO","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-retro-logo-ss-tees-denim-5p593-1000275412.html","https://mauiandsons.cl/media/catalog/product/5/t/5t7a8297-web.jpg","9090.00 CLP","","","Maui and Sons","","","","",""
"1000272518Verde","in stock","new","POLERA MC RIDE YOU LIFE 1980","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-ride-you-life-1980-ss-tees-verde-5p589-1000272518.html","https://mauiandsons.cl/media/catalog/product/5/p/5p589-mi24lisogreen-1.jpg","9090.00 CLP","","","Maui and Sons","","","Verde","",""
"1000275423Negro","in stock","new","POLERA MC ART ETNICA DESING","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-art-etnica-desing-ss-tees-negro-5p592-1000275423.html","https://mauiandsons.cl/media/catalog/product/5/p/5p592-mi24lisoblack-2.jpg","9090.00 CLP","","","Maui and Sons","","","","",""
"1000275424Morado","in stock","new","POLERA MC ART ETNICA DESING","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-art-etnica-desing-ss-tees-morado-5p592-1000275424.html","https://mauiandsons.cl/media/catalog/product/5/p/5p592-mi24lisopurple-1.jpg","9090.00 CLP","","","Maui and Sons","","","Morado","",""
"1000275435Blanco","in stock","new","POLERA MC MYSTIC SOUL","Explora el equilibrio entre estilo y rendimiento con nuestra polera de manga corta, fusionando un 60% de algodón y un 40% de poliéster. Esta prenda ofrece lo mejor de ambos mundos: la suavidad del algodón y la durabilidad del poliéster. Un esencial versátil para un estilo activo y cómodo. Características: Mezcla Optimal: 60% Algodón, 40% Poliéster Suavidad Natural y Resistencia Manga Corta para Movimiento sin Restricciones Rendimiento Duradero Beneficios: Comodidad Híbrida: Combina la comodidad natural del algodón con la resistencia del poliéster para una experiencia única. Listo para la Acción: Ideal para un estilo de vida activo, con una mezcla que se adapta a tus movimientos. Durabilidad en Cada Uso: La mezcla de materiales asegura que esta polera mantenga su calidad lavado tras lavado. Descubre la fusión perfecta de suavidad y resistencia con nuestra polera de manga corta. Diseñada para acompañarte en todas tus aventuras diarias.","https://mauiandsons.cl/hombre-vestuario-polera-mystic-soul-ss-tees-blanco-5p597-1000275435.html","https://mauiandsons.cl/media/catalog/product/5/p/5p597-mi24lisowhite-2.jpg","9090.00 CLP","","","Maui and Sons","","","","",""
"1000272571Blanco","in stock","new","POLERA MC MAUI GRADIENT PUFF","Experimenta el lujo del algodón orgánico con nuestro polerón Maui and Sons. Cada fibra de algodón utilizada en este polerón es cultivada de manera sostenible y libre de pesticidas, garantizando no solo una sensación de suavidad incomparable contra tu piel, sino también una elección respetuosa con el medio ambiente. El tejido de algodón orgánico proporciona una transpirabilidad excepcional, permitiendo que tu piel respire y te mantenga cómodo en todo momento. Además, su durabilidad asegura que este polerón se mantenga en óptimas condiciones lavado tras lavado, sin sacrificar su suavidad ni su forma. Con el distintivo estilo de Maui and Sons, este polerón combina funcionalidad y moda en una sola prenda. Perfecto para mantener el calor en las frescas noches de verano o como una capa adicional durante los días más fríos del invierno, este polerón es una adición esencial y elegante a cualquier guardarropa.","https://mauiandsons.cl/hombre-vestuario-polera-maui-gradient-puff-ss-tees-blanco-5p598-1000272571.html","https://mauiandsons.cl/media/catalog/product/5/p/5p598-mi24lisowhite-1_1.jpg","10490.00 CLP","","","Maui and Sons","","","","",""
"1000272572Negro","in stock","new","POLERA MC MAUI GRADIENT PUFF","Experimenta el lujo del algodón orgánico con nuestro polerón Maui and Sons. Cada fibra de algodón utilizada en este polerón es cultivada de manera sostenible y libre de pesticidas, garantizando no solo una sensación de suavidad incomparable contra tu piel, sino también una elección respetuosa con el medio ambiente. El tejido de algodón orgánico proporciona una transpirabilidad excepcional, permitiendo que tu piel respire y te mantenga cómodo en todo momento. Además, su durabilidad asegura que este polerón se mantenga en óptimas condiciones lavado tras lavado, sin sacrificar su suavidad ni su forma. Con el distintivo estilo de Maui and Sons, este polerón combina funcionalidad y moda en una sola prenda. Perfecto para mantener el calor en las frescas noches de verano o como una capa adicional durante los días más fríos del invierno, este polerón es una adición esencial y elegante a cualquier guardarropa.","https://mauiandsons.cl/hombre-vestuario-polera-maui-gradient-puff-ss-tees-negro-5p598-1000272572.html","https://mauiandsons.cl/media/catalog/product/5/p/5p598-mi24lisoblack-3.jpg","10490.00 CLP","","","Maui and Sons","","","","",""
"1000272583Verde","in stock","new","POLERA MC ORGANIC 1980","Experimenta el lujo del algodón orgánico con nuestro polerón Maui and Sons. Cada fibra de algodón utilizada en este polerón es cultivada de manera sostenible y libre de pesticidas, garantizando no solo una sensación de suavidad incomparable contra tu piel, sino también una elección respetuosa con el medio ambiente. El tejido de algodón orgánico proporciona una transpirabilidad excepcional, permitiendo que tu piel respire y te mantenga cómodo en todo momento. Además, su durabilidad asegura que este polerón se mantenga en óptimas condiciones lavado tras lavado, sin sacrificar su suavidad ni su forma. Con el distintivo estilo de Maui and Sons, este polerón combina funcionalidad y moda en una sola prenda. Perfecto para mantener el calor en las frescas noches de verano o como una capa adicional durante los días más fríos del invierno, este polerón es una adición esencial y elegante a cualquier guardarropa.","https://mauiandsons.cl/hombre-vestuario-polera-organic-1980-ss-tees-verde-5p599-1000272583.html","https://mauiandsons.cl/media/catalog/product/5/p/5p599-mi24lisogreen-2.jpg","10490.00 CLP","","","Maui and Sons","","","","",""
"1000272601Blanquecino","in stock","new","POLERA MC THE SYMBOLS ORGANIC","Experimenta el lujo del algodón orgánico con nuestro polerón Maui and Sons. Cada fibra de algodón utilizada en este polerón es cultivada de manera sostenible y libre de pesticidas, garantizando no solo una sensación de suavidad incomparable contra tu piel, sino también una elección respetuosa con el medio ambiente. El tejido de algodón orgánico proporciona una transpirabilidad excepcional, permitiendo que tu piel respire y te mantenga cómodo en todo momento. Además, su durabilidad asegura que este polerón se mantenga en óptimas condiciones lavado tras lavado, sin sacrificar su suavidad ni su forma. Con el distintivo estilo de Maui and Sons, este polerón combina funcionalidad y moda en una sola prenda. Perfecto para mantener el calor en las frescas noches de verano o como una capa adicional durante los días más fríos del invierno, este polerón es una adición esencial y elegante a cualquier guardarropa.","https://mauiandsons.cl/hombre-vestuario-polera-the-symbols-organic-ss-tees-blanquecino-5p602-1000272601.html","https://mauiandsons.cl/media/catalog/product/5/p/5p602-mi24lisooffwhite-2_1.jpg","10490.00 CLP","","","Maui and Sons","","","","",""
"1000272752Burdeo","in stock","new","POLERON CR SYMBOLS OF NATURE CREW","Explora la fusión perfecta entre comodidad y resistencia con nuestro polerón de mezcla 60% algodón y 40% poliéster. Este diseño ofrece suavidad y durabilidad, siendo una elección versátil para mantenerte abrigado con estilo. Una combinación ideal para acompañarte en tus momentos más relajados. Características: Mezcla Equilibrada: 60% Algodón, 40% Poliéster Comodidad Suave y Rendimiento Duradero Diseño de Polerón para Mayor Cobertura Estilo Casual con Toque Moderno Beneficios: Suavidad y Durabilidad: Disfruta de la suavidad del algodón con la resistencia adicional del poliéster, ofreciendo una prenda cómoda y duradera. Estilo Versátil: Diseño de polerón para mantenerte abrigado en estilo, ya sea en casa o en tus salidas casuales. Mantenimiento Sencillo: Fácil de cuidar, listo para ser tu compañero confiable en todas las estaciones. Encuentra el equilibrio perfecto entre comodidad y estilo con nuestro polerón de mezcla. Listo para abrazarte con calidez en cada ocasión.","https://mauiandsons.cl/hombre-vestuario-poleron-symbols-of-nature-crew-burdeo-5o654-1000272752.html","https://mauiandsons.cl/media/catalog/product/5/o/5o654-mi24lisobordeaux-1.jpg","19590.00 CLP","","","Maui and Sons","","","Burdeo","",""
"1000272884Morado","in stock","new","POLERON FULLZIPPER ESTABLISHED MCMLXXX","Explora la fusión perfecta entre comodidad y resistencia con nuestro polerón de mezcla 60% algodón y 40% poliéster. Este diseño ofrece suavidad y durabilidad, siendo una elección versátil para mantenerte abrigado con estilo. Una combinación ideal para acompañarte en tus momentos más relajados. Características: Mezcla Equilibrada: 60% Algodón, 40% Poliéster Comodidad Suave y Rendimiento Duradero Diseño de Polerón para Mayor Cobertura Estilo Casual con Toque Moderno Beneficios: Suavidad y Durabilidad: Disfruta de la suavidad del algodón con la resistencia adicional del poliéster, ofreciendo una prenda cómoda y duradera. Estilo Versátil: Diseño de polerón para mantenerte abrigado en estilo, ya sea en casa o en tus salidas casuales. Mantenimiento Sencillo: Fácil de cuidar, listo para ser tu compañero confiable en todas las estaciones. Encuentra el equilibrio perfecto entre comodidad y estilo con nuestro polerón de mezcla. Listo para abrazarte con calidez en cada ocasión.","https://mauiandsons.cl/hombre-vestuario-poleron-established-mcmlxxx-fz-morado-5o672-1000272884.html","https://mauiandsons.cl/media/catalog/product/5/o/5o672-mi24lisopurple-3.jpg","23090.00 CLP","","","Maui and Sons","","","","",""
"1000272608Morado","in stock","new","POLERON CR LOS ANGELES LAX CREW","Descubre la fusión perfecta entre estilo y sostenibilidad con nuestra polera Maui and Sons de 100% algodón orgánico. Cada fibra de algodón en esta polera ha sido cuidadosamente cultivada sin el uso de pesticidas ni productos químicos dañinos, garantizando una prenda suave al tacto y amigable con el medio ambiente. La suavidad y transpirabilidad del algodón orgánico te brindan una sensación de frescura y comodidad durante todo el día, mientras que su durabilidad asegura que esta polera se mantenga en excelentes condiciones lavado tras lavado, preservando su color y forma original. Con el distintivo estilo de Maui and Sons, esta polera combina diseño moderno y conciencia ecológica en una sola prenda. Ya sea que la uses para una sesión de surf al atardecer o para una tarde relajada con amigos, esta polera es la opción perfecta para aquellos que buscan expresar su estilo de vida activo y su compromiso con el cuidado del medio ambiente.","https://mauiandsons.cl/hombre-vestuario-poleron-los-angeles-lax-crew-morado-5o657-1000272608.html","https://mauiandsons.cl/media/catalog/product/5/o/5o657-mi24lisopurple-1.jpg","20990.00 CLP","","","Maui and Sons","","","Morado","",""
"1000272619Denim","in stock","new","POLERON CR ESTABLISHED 1980 CREW","Descubre la fusión perfecta entre estilo y sostenibilidad con nuestra polera Maui and Sons de 100% algodón orgánico. Cada fibra de algodón en esta polera ha sido cuidadosamente cultivada sin el uso de pesticidas ni productos químicos dañinos, garantizando una prenda suave al tacto y amigable con el medio ambiente. La suavidad y transpirabilidad del algodón orgánico te brindan una sensación de frescura y comodidad durante todo el día, mientras que su durabilidad asegura que esta polera se mantenga en excelentes condiciones lavado tras lavado, preservando su color y forma original. Con el distintivo estilo de Maui and Sons, esta polera combina diseño moderno y conciencia ecológica en una sola prenda. Ya sea que la uses para una sesión de surf al atardecer o para una tarde relajada con amigos, esta polera es la opción perfecta para aquellos que buscan expresar su estilo de vida activo y su compromiso con el cuidado del medio ambiente.","https://mauiandsons.cl/hombre-vestuario-poleron-established-1980-crew-denim-5o658-1000272619.html","https://mauiandsons.cl/media/catalog/product/5/o/5o658-mi24lisodenim-1.jpg","20990.00 CLP","","","Maui and Sons","","","Azul","",""
"1000276982Marino","in stock","new","POLERON FULLZIPPER SANTA MONICA SURF","Descubre la fusión perfecta entre estilo y sostenibilidad con nuestra polera Maui and Sons de 100% algodón orgánico. Cada fibra de algodón en esta polera ha sido cuidadosamente cultivada sin el uso de pesticidas ni productos químicos dañinos, garantizando una prenda suave al tacto y amigable con el medio ambiente. La suavidad y transpirabilidad del algodón orgánico te brindan una sensación de frescura y comodidad durante todo el día, mientras que su durabilidad asegura que esta polera se mantenga en excelentes condiciones lavado tras lavado, preservando su color y forma original. Con el distintivo estilo de Maui and Sons, esta polera combina diseño moderno y conciencia ecológica en una sola prenda. Ya sea que la uses para una sesión de surf al atardecer o para una tarde relajada con amigos, esta polera es la opción perfecta para aquellos que buscan expresar su estilo de vida activo y su compromiso con el cuidado del medio ambiente.","https://mauiandsons.cl/hombre-vestuario-poleron-santa-monica-surf-fz-marino-5o812-1000276982.html","https://mauiandsons.cl/media/catalog/product/5/o/5o812-mi24lisonavy-1.jpg","24490.00 CLP","","","Maui and Sons","","","Azul Marino","",""
"1000276988Burdeo","in stock","new","POLERON FULLZIPPER FREE WAVES SURFER SOUL","Descubre la fusión perfecta entre estilo y sostenibilidad con nuestra polera Maui and Sons de 100% algodón orgánico. Cada fibra de algodón en esta polera ha sido cuidadosamente cultivada sin el uso de pesticidas ni productos químicos dañinos, garantizando una prenda suave al tacto y amigable con el medio ambiente. La suavidad y transpirabilidad del algodón orgánico te brindan una sensación de frescura y comodidad durante todo el día, mientras que su durabilidad asegura que esta polera se mantenga en excelentes condiciones lavado tras lavado, preservando su color y forma original. Con el distintivo estilo de Maui and Sons, esta polera combina diseño moderno y conciencia ecológica en una sola prenda. Ya sea que la uses para una sesión de surf al atardecer o para una tarde relajada con amigos, esta polera es la opción perfecta para aquellos que buscan expresar su estilo de vida activo y su compromiso con el cuidado del medio ambiente.","https://mauiandsons.cl/hombre-vestuario-poleron-free-waves-surfer-soul-burdeo-5o813-1000276988.html","https://mauiandsons.cl/media/catalog/product/5/o/5o813-mi24lisobordeaux-1.jpg","24490.00 CLP","","","Maui and Sons","","","Burdeo","",""
"1000268119Rosado","in stock","new","TRAJE DE AGUA NITRO 3/2 NIÃ‘A","Traje de Surf para Niñas 3/2 - Modelo NITRO 3/2 Traje de Surf para Niñas 3/2 - Modelo NITRO 3/2 Modelo Modelo: NITRO 3/2 Descripción Técnica Tipo: Traje de surf para niñas 3/2 Grosor: 3/2 mm para adaptarse a diferentes condiciones Material: Neopreno de alta calidad y suavidad Cremallera: Diseño de espalda con cremallera YKK resistente al agua Costuras: Costuras selladas GBS para mayor durabilidad y comodidad Características: Paneles estratégicos para flexibilidad y movilidad óptimas Protección solar: Factor de protección UV para sesiones prolongadas en el agua Detalles adicionales: Refuerzos en áreas clave y paneles de malla para secado rápido Rendimiento y Comodidad El traje de surf NITRO 3/2 para niñas está diseñado para brindar calidez, comodidad y flexibilidad en el agua. Con su grosor de 3/2 mm, ofrece un equilibrio ideal entre protección térmica y movilidad, permitiendo una experiencia de surf placentera en diferentes condiciones. Durabilidad y Seguridad Confeccionado con materiales resistentes y características de alta calidad, el modelo NITRO 3/2 para niñas ofrece una durabilidad excepcional. Sus costuras selladas y refuerzos estratégicos aseguran que pueda soportar el desgaste propio de las actividades acuáticas y proporcionar la seguridad necesaria en cada sesión de surf.","https://mauiandsons.cl/surf-traje-de-agua-nitro-3-2-nina-1000268119rosado.html","https://mauiandsons.cl/media/catalog/product/5/h/5hb2250-gv24lisopink-1.jpg","49990.00 CLP","","","Maui and Sons","","","Rosado","",""
"1000268123Naranjo","in stock","new","TRAJE DE AGUA SHORT NITRO 3/2 NIÑA","Traje de Surf para Niñas 3/2 - Modelo NITRO 3/2 Traje de Surf para Niñas 3/2 - Modelo NITRO 3/2 Modelo Modelo: NITRO 3/2 Descripción Técnica Tipo: Traje de surf para niñas 3/2 Grosor: 3/2 mm para adaptarse a diferentes condiciones Material: Neopreno de alta calidad y suavidad Cremallera: Diseño de espalda con cremallera YKK resistente al agua Costuras: Costuras selladas GBS para mayor durabilidad y comodidad Características: Paneles estratégicos para flexibilidad y movilidad óptimas Protección solar: Factor de protección UV para sesiones prolongadas en el agua Detalles adicionales: Refuerzos en áreas clave y paneles de malla para secado rápido Rendimiento y Comodidad El traje de surf NITRO 3/2 para niñas está diseñado para brindar calidez, comodidad y flexibilidad en el agua. Con su grosor de 3/2 mm, ofrece un equilibrio ideal entre protección térmica y movilidad, permitiendo una experiencia de surf placentera en diferentes condiciones. Durabilidad y Seguridad Confeccionado con materiales resistentes y características de alta calidad, el modelo NITRO 3/2 para niñas ofrece una durabilidad excepcional. Sus costuras selladas y refuerzos estratégicos aseguran que pueda soportar el desgaste propio de las actividades acuáticas y proporcionar la seguridad necesaria en cada sesión de surf.","https://mauiandsons.cl/surf-traje-de-agua-short-nitro-3-2-nina-1000268123naranjo.html","https://mauiandsons.cl/media/catalog/product/5/h/5hb2251-gv24lisopink-1.jpg","29990.00 CLP","","","Maui and Sons","","","Naranja","",""
"1000268083Celeste","in stock","new","TRAJE DE AGUA NITRO 3/2 NIÑOS","Traje de Agua Modelo NITRO 3/2 para NIÑOS Traje de Agua Modelo NITRO 3/2 para NIÑOS Modelo Modelo: NITRO 3/2 Descripción Técnica Tipo: Traje de agua para NIÑOS 3/2 mm Grosor: 3/2 mm para adaptarse a diferentes condiciones Material: Neopreno de alta calidad y suavidad Cremallera: Diseño de espalda con cremallera YKK resistente al agua Costuras: Costuras selladas GBS para mayor durabilidad y comodidad Características: Paneles estratégicos para flexibilidad y movilidad óptimas Protección solar: Factor de protección UV para sesiones prolongadas en el agua Detalles adicionales: Refuerzos en áreas clave y paneles de malla para secado rápido Rendimiento y Comodidad El traje de agua NITRO 3/2 para NIÑOSs está diseñado para brindar calidez, comodidad y flexibilidad en el agua. Con su grosor de 3/2 mm, ofrece un equilibrio ideal entre protección térmica y movilidad, permitiendo una experiencia de surf placentera en diferentes condiciones. Durabilidad y Resistencia Confeccionado con materiales de alta calidad y características de diseño, el modelo NITRO 3/2 para NIÑOSs ofrece una durabilidad excepcional. Sus costuras selladas y refuerzos estratégicos aseguran que pueda soportar el desgaste propio de las actividades acuáticas y proporcionar la seguridad necesaria en cada sesión de surf.","https://mauiandsons.cl/surf-traje-de-agua-nitro-3-2-ninos-1000268083celeste.html","https://mauiandsons.cl/media/catalog/product/5/h/5hb2243-kv24lisoblue-1.jpg","49990.00 CLP","","","Maui and Sons","","","Celeste","",""
